id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders,Quantity_Prepared,Service_Type,Day_Type,Meal_Time,Customers_Count,Wastage
1000597,33,99,1971,309.43,309.43,0,0,15,17.88,Dine-in,Weekday,Dinner,14,2.88
1000598,127,13,1993,151.35,150.38,0,1,2213,2491.54,Dine-in,Weekday,Lunch,2382,278.54
1000599,90,39,2569,309.43,309.43,0,0,1094,1233.7,Dine-in,Weekend,Breakfast,1168,139.7
1000600,69,65,2139,242.5,307.49,0,0,27,33.51,Dine-in,Weekend,Dinner,28,6.51
1000601,113,102,1062,154.23,178.54,0,0,445,531.77,Buffet,Weekday,Dinner,430,104.12
1000602,52,109,1993,122.28,143.56,1,1,1203,1296.58,Buffet,Weekday,Breakfast,1199,112.3
1000603,19,129,1727,426.83,425.83,0,0,134,150.91,Dine-in,Weekday,Lunch,141,16.91
1000604,119,24,2306,335.62,336.62,0,0,40,42.56,Buffet,Weekend,Dinner,38,3.07
1000605,95,102,1230,306.58,305.58,0,0,297,366.35,Delivery,Weekday,Lunch,268,55.48
1000606,96,59,1438,196.0,194.0,0,0,28,32.87,Delivery,Weekday,Dinner,30,3.9
1000607,9,59,1558,582.03,582.03,0,0,82,90.01,Dine-in,Weekday,Lunch,80,8.01
1000608,144,11,1847,194.0,195.0,0,0,95,105.83,Dine-in,Weekday,Lunch,93,10.83
1000609,127,91,1109,309.43,311.43,0,0,82,87.24,Delivery,Weekday,Lunch,82,4.19
1000610,20,34,2640,241.53,242.53,0,0,298,329.61,Buffet,Weekend,Dinner,303,37.93
1000611,83,93,2444,629.53,629.53,0,0,14,15.82,Buffet,Weekend,Breakfast,15,2.18
1000612,67,162,2306,243.5,338.53,0,0,15,18.24,Dine-in,Weekday,Lunch,14,3.24
1000613,80,14,1525,241.53,290.03,0,0,136,150.88,Dine-in,Weekday,Dinner,147,14.88
1000614,18,65,1230,317.22,322.07,1,1,338,404.53,Dine-in,Weekday,Lunch,314,66.53
1000615,84,55,1778,185.33,183.33,0,0,231,272.82,Delivery,Weekend,Lunch,220,33.46
1000616,96,53,1248,155.26,153.26,0,0,54,62.35,Delivery,Weekday,Breakfast,52,6.68
1000617,87,36,2956,583.03,583.03,0,0,134,145.88,Dine-in,Weekday,Breakfast,124,11.88
1000618,26,81,1754,282.33,280.33,0,0,366,416.49,Dine-in,Weekday,Dinner,352,50.49
1000619,93,106,2290,262.93,261.93,0,0,743,906.75,Buffet,Weekday,Dinner,681,196.5
1000620,119,113,1525,292.03,291.03,0,0,15,15.76,Dine-in,Weekend,Lunch,14,0.76
1000621,7,58,1207,317.25,315.25,0,0,270,298.17,Dine-in,Weekend,Lunch,260,28.17
1000622,104,64,2569,310.43,309.43,0,0,338,365.51,Buffet,Weekend,Breakfast,326,33.01
1000623,77,177,1885,117.37,118.37,0,0,298,345.18,Delivery,Weekend,Dinner,324,37.74
1000624,2,20,2826,328.83,330.83,0,0,324,386.2,Dine-in,Weekday,Dinner,298,62.2
1000625,104,88,1885,95.06,116.4,1,1,662,699.89,Buffet,Weekend,Breakfast,667,45.47
1000626,134,23,1198,340.53,339.53,0,0,13,13.82,Buffet,Weekday,Lunch,12,0.98
1000627,77,26,2640,281.33,282.33,0,1,108,117.48,Dine-in,Weekend,Lunch,108,9.48
1000628,18,42,1558,640.23,640.23,0,0,13,14.6,Delivery,Weekday,Dinner,13,1.28
1000629,87,101,1445,670.33,668.33,0,0,41,51.16,Delivery,Weekday,Lunch,41,8.13
1000630,1,61,2704,242.5,275.51,0,0,107,130.64,Dine-in,Weekday,Dinner,107,23.64
1000631,17,137,1971,324.04,322.04,0,0,122,137.2,Buffet,Weekday,Lunch,122,18.24
1000632,88,50,1230,322.1,322.1,0,0,123,151.03,Delivery,Weekday,Breakfast,118,22.42
1000633,73,91,2704,244.5,291.03,0,0,14,16.09,Dine-in,Weekday,Lunch,12,2.09
1000634,14,157,1754,252.23,253.23,0,0,350,403.49,Dine-in,Weekend,Lunch,347,53.49
1000636,92,27,2826,299.76,298.76,0,0,364,404.06,Delivery,Weekday,Dinner,328,32.05
1000637,130,161,1207,302.67,368.63,0,0,41,45.34,Buffet,Weekday,Lunch,40,5.21
1000639,80,137,1885,144.56,145.53,0,1,1634,1956.58,Delivery,Weekday,Lunch,1495,258.06
1000640,44,75,1993,122.28,120.28,0,0,568,619.61,Delivery,Weekday,Dinner,593,41.29
1000641,46,72,2707,228.98,227.98,0,0,379,431.67,Delivery,Weekday,Lunch,358,42.14
1000643,81,110,2126,514.13,514.13,0,0,80,91.16,Delivery,Weekday,Dinner,79,8.93
1000644,85,92,1248,94.15,149.38,1,1,310,355.25,Dine-in,Weekday,Dinner,282,45.25
1000645,107,101,2490,281.36,279.36,0,0,285,334.54,Dine-in,Weekday,Breakfast,275,49.54
1000646,129,23,1248,157.17,156.17,0,0,26,27.78,Buffet,Weekday,Breakfast,24,2.14
1000647,71,106,2539,122.25,122.25,0,0,54,59.25,Dine-in,Weekday,Dinner,49,5.25
1000648,91,59,2444,437.53,669.33,1,1,256,306.32,Delivery,Weekend,Lunch,242,40.26
1000650,92,143,2490,243.5,242.5,0,0,161,179.1,Delivery,Weekday,Dinner,147,14.48
1000651,42,139,2490,243.5,243.5,1,1,918,1042.7,Buffet,Weekend,Dinner,952,149.64
1000652,8,53,2704,292.03,292.03,0,1,107,117.81,Delivery,Weekday,Dinner,104,8.65
1000653,122,129,1727,447.23,445.23,0,0,177,187.0,Delivery,Weekday,Dinner,171,8.0
1000654,135,104,1754,300.73,299.73,0,0,701,778.11,Delivery,Weekday,Dinner,745,61.69
1000655,121,30,2707,237.65,239.65,0,0,744,892.85,Delivery,Weekday,Dinner,730,119.08
1000656,114,83,2490,292.03,290.03,0,0,163,199.6,Buffet,Weekday,Lunch,169,43.92
1000657,42,66,2707,219.22,219.22,0,0,270,297.68,Dine-in,Weekend,Dinner,289,27.68
1000658,66,143,1885,123.25,122.25,0,0,148,167.77,Buffet,Weekday,Lunch,140,23.72
1000659,94,67,1311,195.94,196.94,0,0,177,220.76,Buffet,Weekday,Lunch,184,52.51
1000660,128,104,2867,688.73,688.73,0,0,55,63.63,Dine-in,Weekday,Lunch,57,8.63
1000661,93,143,2139,291.03,290.03,0,0,42,49.42,Buffet,Weekday,Lunch,41,8.9
1000663,12,113,1993,115.49,115.49,0,0,338,380.43,Delivery,Weekday,Lunch,323,33.94
1000664,94,17,2581,679.03,680.03,0,0,94,103.03,Dine-in,Weekday,Lunch,96,9.03
1000665,35,152,2290,298.76,300.76,0,0,796,877.46,Dine-in,Weekend,Dinner,739,81.46
1000667,27,20,2290,309.43,311.43,0,0,162,182.92,Dine-in,Weekend,Dinner,172,20.92
1000668,91,17,1727,340.53,445.23,0,0,351,419.15,Dine-in,Weekend,Lunch,361,68.15
1000669,77,14,2290,309.49,309.49,0,0,188,205.93,Dine-in,Weekend,Dinner,172,17.93
1000670,48,77,1558,640.23,641.23,0,0,41,49.99,Dine-in,Weekend,Lunch,43,8.99
1000671,110,145,1207,309.43,310.43,0,0,310,383.0,Dine-in,Weekday,Dinner,330,73.0
1000672,43,57,1778,179.51,178.51,0,0,202,247.81,Dine-in,Weekday,Breakfast,216,45.81
1000673,34,77,1207,321.07,322.07,0,0,202,237.84,Delivery,Weekend,Lunch,217,28.67
1000674,2,14,1216,456.93,456.93,0,0,14,15.93,Dine-in,Weekday,Dinner,14,1.93
1000675,40,58,2139,298.82,297.82,0,0,14,14.93,Buffet,Weekday,Dinner,13,1.12
1000676,112,51,1885,148.44,149.44,0,0,513,611.82,Dine-in,Weekend,Breakfast,492,98.82
1000677,72,186,2290,240.59,239.59,0,0,528,599.96,Dine-in,Weekday,Dinner,478,71.96
1000678,145,102,1109,276.48,277.48,0,0,109,118.55,Dine-in,Weekday,Lunch,117,9.55
1000679,119,68,1525,292.03,291.03,0,0,94,104.56,Dine-in,Weekend,Lunch,90,10.56
1000680,26,162,1247,485.03,486.03,0,0,15,17.29,Delivery,Weekday,Lunch,13,1.83
1000681,16,67,1962,610.13,610.13,0,0,204,221.41,Delivery,Weekday,Lunch,223,13.93
1000682,119,97,2640,281.33,281.33,0,0,270,303.61,Delivery,Weekend,Lunch,270,26.89
1000683,143,43,1230,383.18,382.18,0,0,242,289.04,Dine-in,Weekday,Dinner,260,47.04
1000684,49,161,1727,403.55,404.55,0,0,202,218.05,Dine-in,Weekend,Lunch,186,16.05
1000686,11,39,1543,505.43,504.43,0,0,40,48.92,Dine-in,Weekday,Dinner,38,8.92
1000687,9,106,2707,221.16,221.16,0,0,271,338.41,Dine-in,Weekday,Dinner,276,67.41
1000688,111,32,1878,281.33,280.33,0,0,68,83.71,Buffet,Weekend,Breakfast,69,18.85
1000689,105,66,1878,281.33,282.33,0,0,365,398.08,Delivery,Weekend,Breakfast,351,26.46
1000690,133,101,2760,242.53,242.53,0,0,27,30.26,Dine-in,Weekend,Lunch,25,3.26
1000691,68,14,2704,290.03,290.03,0,0,55,61.05,Dine-in,Weekday,Lunch,56,6.05
1000692,83,57,2539,118.34,118.34,0,0,54,63.92,Delivery,Weekend,Breakfast,58,7.94
1000693,122,27,1311,271.63,272.63,0,0,69,72.66,Dine-in,Weekday,Dinner,68,3.66
1000694,7,52,1198,198.88,197.88,0,0,284,316.8,Buffet,Weekend,Dinner,299,39.36
1000695,61,139,2707,222.13,222.13,0,0,95,99.99,Dine-in,Weekday,Dinner,90,4.99
1000696,65,88,2867,484.03,631.53,1,0,54,60.15,Delivery,Weekday,Lunch,49,4.92
1000697,55,64,1207,315.28,314.28,0,0,94,110.46,Dine-in,Weekend,Dinner,102,16.46
1000699,114,76,2306,243.5,359.93,1,1,81,85.25,Dine-in,Weekday,Lunch,76,4.25
1000700,26,89,2490,254.2,253.2,0,0,204,218.39,Buffet,Weekday,Breakfast,202,17.27
1000701,119,162,1062,183.33,183.33,0,0,96,110.94,Dine-in,Weekend,Lunch,100,14.94
1000702,106,124,2569,304.64,304.64,0,0,393,487.05,Delivery,Weekday,Lunch,400,75.24
1000703,56,106,1727,402.55,403.55,0,0,148,177.19,Delivery,Weekend,Dinner,142,23.35
1000704,76,42,2956,631.53,631.53,0,0,40,49.43,Dine-in,Weekend,Lunch,42,9.43
1000705,30,27,1803,162.05,189.18,0,0,270,319.99,Buffet,Weekday,Lunch,271,59.99
1000706,102,80,1109,298.82,298.82,0,0,338,381.39,Buffet,Weekday,Lunch,368,52.07
1000707,79,61,1109,305.61,305.61,0,0,283,304.34,Dine-in,Weekday,Breakfast,280,21.34
1000708,60,20,1216,408.43,407.43,0,0,26,27.72,Dine-in,Weekday,Lunch,27,1.72
1000709,42,93,1062,175.6,176.6,0,0,404,445.41,Dine-in,Weekend,Lunch,422,41.41
1000710,77,174,1993,144.53,146.53,0,1,1675,1987.68,Buffet,Weekend,Dinner,1585,375.22
1000711,129,64,1993,119.34,119.34,0,0,136,156.22,Buffet,Weekday,Dinner,123,24.26
1000713,84,137,1207,373.48,466.63,0,0,134,154.4,Buffet,Weekend,Dinner,145,24.48
1000714,39,43,1216,367.63,368.63,0,0,94,100.15,Dine-in,Weekday,Dinner,85,6.15
1000715,11,83,1525,242.53,281.33,0,0,122,147.01,Buffet,Weekday,Lunch,133,30.01
1000716,35,61,2290,293.94,294.94,0,0,757,874.04,Delivery,Weekend,Dinner,812,93.63
1000717,51,129,1445,631.53,630.53,0,0,54,59.32,Buffet,Weekday,Lunch,56,6.38
1000719,84,109,1558,484.03,679.03,1,1,351,408.82,Dine-in,Weekend,Dinner,371,57.82
1000720,123,59,2577,241.53,290.03,0,0,217,242.42,Dine-in,Weekday,Lunch,201,25.42
1000721,72,51,1311,197.94,197.94,0,0,177,189.99,Delivery,Weekday,Lunch,159,10.39
1000722,139,57,1207,359.93,357.93,0,0,177,213.96,Delivery,Weekend,Breakfast,166,29.57
1000723,8,58,1525,282.33,280.33,0,0,41,48.47,Dine-in,Weekday,Breakfast,43,7.47
1000724,21,97,2704,260.02,259.02,0,0,204,247.47,Dine-in,Weekend,Dinner,222,43.47
1000725,50,126,1438,240.56,242.56,0,0,176,215.52,Dine-in,Weekday,Lunch,168,39.52
1000726,101,124,2444,435.53,670.33,1,1,310,385.22,Dine-in,Weekday,Dinner,305,75.22
1000727,4,161,2577,241.53,243.53,0,0,148,165.34,Dine-in,Weekday,Dinner,154,17.34
1000728,95,104,2490,268.69,268.69,0,0,216,260.62,Delivery,Weekday,Lunch,194,35.7
1000729,20,145,1216,416.13,416.13,0,0,54,65.85,Dine-in,Weekend,Lunch,56,11.85
1000730,120,81,1778,172.72,170.72,0,0,202,235.26,Delivery,Weekday,Lunch,197,26.61
1000731,90,57,2126,426.83,513.13,0,0,42,50.88,Dine-in,Weekend,Lunch,45,8.88
1000732,77,57,2640,281.33,282.33,0,0,26,31.99,Buffet,Weekend,Dinner,28,7.19
1000733,8,110,1993,94.15,120.34,1,0,879,944.79,Delivery,Weekday,Breakfast,953,52.63
1000735,134,162,1902,445.23,447.23,0,0,15,18.34,Buffet,Weekday,Dinner,14,4.01
1000736,40,58,2490,242.5,244.5,0,0,323,369.76,Dine-in,Weekday,Dinner,341,46.76
1000737,35,13,1770,486.03,485.03,0,0,69,80.06,Buffet,Weekend,Lunch,66,13.27
1000738,95,94,1971,289.06,291.06,0,0,215,264.83,Delivery,Weekday,Dinner,208,39.86
1000739,10,68,1993,106.7,108.7,0,0,352,425.55,Buffet,Weekday,Dinner,344,88.26
1000740,124,132,1847,194.0,195.0,0,0,107,126.57,Dine-in,Weekday,Dinner,100,19.57
1000741,27,64,1885,119.37,119.37,0,0,325,346.39,Buffet,Weekend,Dinner,338,25.67
1000742,141,162,1207,357.96,357.96,0,0,136,144.92,Delivery,Weekday,Dinner,149,7.14
1000743,38,99,1558,433.59,678.03,1,0,1081,1193.17,Buffet,Weekday,Lunch,1130,134.6
1000744,109,75,1902,447.23,445.23,0,0,14,17.28,Buffet,Weekday,Dinner,13,3.94
1000745,71,34,2322,321.07,321.07,0,0,163,193.46,Buffet,Weekday,Breakfast,166,36.55
1000746,20,83,1754,281.33,282.33,0,0,419,475.83,Buffet,Weekend,Breakfast,395,68.2
1000747,2,152,1543,504.43,505.43,0,0,68,82.28,Dine-in,Weekday,Lunch,72,14.28
1000749,68,72,2290,286.15,288.15,0,0,473,581.07,Dine-in,Weekday,Lunch,473,108.07
1000750,136,113,1971,323.07,323.07,0,0,458,537.54,Buffet,Weekday,Lunch,450,95.45
1000751,102,11,1445,668.33,669.33,0,0,134,147.13,Delivery,Weekday,Breakfast,126,10.5
1000752,110,162,1727,376.39,375.39,0,0,163,184.12,Buffet,Weekday,Dinner,176,25.34
1000753,39,186,1885,93.12,93.12,0,0,554,651.58,Delivery,Weekday,Dinner,564,78.06
1000754,50,75,1962,641.23,639.23,0,0,81,85.46,Dine-in,Weekday,Breakfast,73,4.46
1000755,84,23,1525,292.03,290.03,0,0,95,114.8,Buffet,Weekend,Lunch,98,23.76
1000756,130,55,1198,185.3,228.01,0,0,148,182.52,Dine-in,Weekday,Dinner,142,34.52
1000757,103,77,2631,94.09,154.26,0,0,41,50.6,Delivery,Weekday,Lunch,38,7.68
1000758,71,65,1247,416.13,417.13,0,0,40,47.12,Dine-in,Weekday,Lunch,42,7.12
1000759,67,91,1109,229.95,319.13,0,0,95,101.23,Buffet,Weekday,Dinner,102,7.48
1000760,124,59,1248,97.0,153.26,0,0,150,183.47,Delivery,Weekday,Dinner,164,26.78
1000761,41,108,2867,485.03,620.86,1,1,339,418.25,Dine-in,Weekend,Lunch,316,79.25
1000762,102,10,1230,320.1,321.1,0,0,244,289.84,Buffet,Weekday,Lunch,233,55.01
1000763,81,72,2539,145.5,146.53,0,1,216,264.66,Delivery,Weekday,Dinner,204,38.93
1000764,28,110,1993,118.34,120.34,0,0,500,620.44,Buffet,Weekend,Lunch,485,144.53
1000765,143,94,1878,319.13,321.13,0,0,27,28.85,Dine-in,Weekday,Dinner,25,1.85
1000767,98,93,2490,244.5,244.5,0,0,162,198.57,Dine-in,Weekend,Lunch,177,36.57
1000768,50,129,2581,641.23,640.23,0,0,68,74.83,Dine-in,Weekday,Lunch,71,6.83
1000769,119,174,2631,155.26,153.26,0,0,203,235.27,Dine-in,Weekend,Lunch,201,32.27
1000770,28,52,1727,445.23,447.23,0,0,486,515.44,Delivery,Weekend,Breakfast,464,23.55
1000771,14,129,2760,198.88,232.83,0,0,135,159.77,Buffet,Weekend,Lunch,128,29.72
1000773,113,67,2306,248.35,359.93,1,1,296,326.57,Dine-in,Weekday,Lunch,315,30.57
1000774,120,174,2104,583.03,581.03,0,0,136,148.15,Buffet,Weekday,Lunch,135,14.58
1000775,119,108,2290,266.75,299.73,1,0,1970,2419.27,Dine-in,Weekend,Breakfast,1815,449.27
1000776,8,94,1525,282.33,280.33,0,0,15,17.21,Dine-in,Weekday,Dinner,15,2.21
1000777,118,76,2539,150.35,152.35,0,0,149,164.57,Dine-in,Weekend,Dinner,159,15.57
1000778,109,146,2126,486.94,486.94,0,0,96,114.61,Delivery,Weekday,Lunch,91,14.89
1000779,110,23,2490,291.03,290.03,0,0,161,200.14,Buffet,Weekday,Dinner,154,46.97
1000780,55,186,1778,176.6,174.6,0,0,80,96.39,Buffet,Weekend,Dinner,87,19.67
1000781,111,20,1216,340.5,388.03,0,0,67,70.86,Buffet,Weekend,Lunch,71,4.63
1000782,51,23,2539,125.19,143.59,0,1,175,192.56,Buffet,Weekday,Dinner,167,21.07
1000783,139,83,2826,326.92,326.92,0,0,445,543.5,Dine-in,Weekend,Breakfast,438,98.5
1000784,122,59,1207,513.13,514.13,0,0,54,66.85,Delivery,Weekday,Lunch,51,10.28
1000785,117,174,2322,379.27,492.82,0,0,257,290.53,Buffet,Weekday,Dinner,246,40.24
1000786,16,14,1770,485.03,485.03,0,0,13,14.55,Buffet,Weekday,Lunch,14,1.86
1000787,112,76,2640,291.03,292.03,0,0,14,16.6,Buffet,Weekend,Lunch,13,3.12
1000788,66,27,2139,290.03,290.03,0,0,55,60.81,Dine-in,Weekday,Dinner,59,5.81
1000789,65,129,1727,427.83,425.83,0,0,283,309.5,Buffet,Weekday,Breakfast,289,31.8
1000791,3,106,1543,505.43,505.43,0,0,15,18.06,Dine-in,Weekday,Lunch,15,3.06
1000792,118,50,1230,322.04,322.04,0,0,242,263.98,Delivery,Weekend,Dinner,238,17.58
1000793,43,80,1727,445.23,445.23,0,0,594,646.97,Buffet,Weekday,Lunch,650,63.56
1000794,44,67,1962,678.03,680.03,0,0,445,550.73,Delivery,Weekday,Lunch,413,84.58
1000795,40,43,2322,450.08,450.08,0,0,163,185.44,Buffet,Weekday,Breakfast,177,26.93
1000798,46,145,1230,317.22,317.22,0,0,459,558.9,Dine-in,Weekday,Dinner,475,99.9
1000799,10,10,1803,129.04,175.63,0,0,203,236.91,Dine-in,Weekday,Breakfast,203,33.91
1000800,115,143,1445,709.13,709.13,0,0,41,47.13,Dine-in,Weekday,Lunch,41,6.13
1000801,81,30,1885,144.53,144.53,0,0,1054,1209.31,Dine-in,Weekday,Lunch,1134,155.31
1000802,109,126,1248,154.26,155.26,0,0,55,67.87,Buffet,Weekday,Lunch,54,15.44
1000803,34,14,2640,280.33,282.33,0,0,80,84.06,Buffet,Weekend,Lunch,81,4.87
1000804,138,80,2304,371.54,486.03,1,0,82,86.13,Buffet,Weekday,Lunch,84,4.96
1000805,69,50,1525,291.03,292.03,0,0,107,126.7,Dine-in,Weekend,Dinner,100,19.7
1000806,70,92,1885,115.43,115.43,0,0,96,118.83,Dine-in,Weekend,Lunch,95,22.83
1000807,120,20,2867,688.73,688.73,0,0,82,91.09,Dine-in,Weekday,Dinner,88,9.09
1000808,4,65,1543,484.03,484.03,0,1,94,112.86,Delivery,Weekday,Lunch,89,15.09
1000809,111,32,2306,340.53,340.53,0,0,53,60.85,Dine-in,Weekend,Dinner,53,7.85
1000810,35,11,1971,311.43,310.43,0,0,514,633.72,Delivery,Weekend,Lunch,523,95.78
1000811,36,81,2322,319.13,319.13,0,0,271,312.66,Delivery,Weekday,Breakfast,293,33.33
1000812,34,129,1971,259.99,258.99,0,0,229,257.42,Buffet,Weekend,Lunch,215,34.1
1000813,6,66,1525,282.33,281.33,0,0,26,32.23,Dine-in,Weekend,Dinner,24,6.23
1000814,118,81,1248,155.26,153.26,0,0,68,80.33,Dine-in,Weekend,Lunch,71,12.33
1000815,96,143,1109,318.16,320.16,0,0,296,313.28,Dine-in,Weekday,Breakfast,306,17.28
1000816,120,132,2640,291.03,291.03,0,0,202,213.19,Buffet,Weekday,Lunch,219,13.43
1000817,77,174,2581,679.03,680.03,0,0,68,83.44,Dine-in,Weekend,Lunch,61,15.44
1000818,85,93,2569,311.43,310.43,0,0,243,283.36,Dine-in,Weekday,Lunch,254,40.36
1000819,42,129,1207,324.98,325.98,0,0,69,85.46,Dine-in,Weekend,Dinner,70,16.46
1000820,145,76,2826,377.33,377.33,0,0,243,261.73,Dine-in,Weekday,Lunch,242,18.73
1000821,82,106,1885,119.31,120.31,0,0,607,642.33,Buffet,Weekday,Dinner,569,42.4
1000822,117,108,2867,688.73,688.73,0,0,121,151.04,Dine-in,Weekday,Lunch,131,30.04
1000823,3,68,1885,97.03,115.49,0,1,528,608.22,Buffet,Weekday,Dinner,541,96.26
1000825,64,126,2631,151.35,150.35,0,0,68,73.88,Buffet,Weekday,Lunch,65,7.06
1000826,89,73,1109,287.12,321.13,0,0,136,167.38,Dine-in,Weekday,Dinner,148,31.38
1000827,113,137,2290,301.73,300.73,0,0,971,1048.57,Dine-in,Weekday,Dinner,905,77.57
1000828,53,72,1525,291.03,292.03,0,0,149,165.92,Buffet,Weekday,Breakfast,138,20.3
1000829,79,30,1571,582.03,582.03,0,0,53,57.79,Dine-in,Weekday,Lunch,58,4.79
1000830,36,86,2826,318.19,318.19,0,0,392,463.5,Buffet,Weekday,Lunch,380,85.8
1000832,79,30,2304,484.03,485.03,0,0,82,95.93,Dine-in,Weekday,Breakfast,79,13.93
1000833,100,65,1230,302.64,303.64,0,0,188,220.08,Buffet,Weekday,Dinner,203,38.5
1000834,59,59,2539,146.53,144.53,0,0,460,507.07,Dine-in,Weekday,Lunch,460,47.07
1000835,41,77,2306,243.5,338.53,0,0,41,50.59,Buffet,Weekend,Breakfast,38,11.51
1000836,71,57,2631,95.09,150.38,0,0,80,85.84,Dine-in,Weekday,Dinner,85,5.84
1000837,98,61,1247,446.23,445.23,0,0,13,14.95,Delivery,Weekend,Lunch,11,1.56
1000838,28,29,1230,319.16,318.16,0,0,244,264.74,Dine-in,Weekend,Dinner,223,20.74
1000839,16,55,1207,319.19,388.0,0,1,269,328.06,Buffet,Weekday,Lunch,270,70.87
1000840,82,11,1962,679.03,680.03,0,0,231,275.22,Buffet,Weekday,Dinner,251,53.06
1000841,2,143,1558,583.03,610.13,1,1,80,90.17,Dine-in,Weekday,Lunch,82,10.17
1000842,28,146,1878,280.33,282.33,0,0,649,796.4,Delivery,Weekend,Dinner,629,117.92
1000843,49,88,1754,215.4,282.33,0,0,824,969.89,Buffet,Weekend,Dinner,885,175.07
1000844,83,66,2306,338.53,338.53,0,0,26,31.64,Delivery,Weekend,Breakfast,26,4.51
1000847,100,57,2322,315.25,316.25,0,0,204,250.34,Delivery,Weekday,Lunch,189,37.07
1000848,143,36,2539,150.35,152.35,0,0,242,264.02,Dine-in,Weekday,Lunch,258,22.02
1000849,62,110,2707,216.31,217.31,0,0,202,233.72,Buffet,Weekend,Breakfast,199,38.06
1000850,81,157,1062,174.66,173.66,0,0,364,389.55,Delivery,Weekday,Breakfast,363,20.44
1000851,88,14,2139,308.49,308.49,0,0,28,31.64,Buffet,Weekday,Breakfast,29,4.37
1000852,136,152,1230,313.37,368.63,0,0,55,61.51,Dine-in,Weekday,Lunch,56,6.51
1000853,42,68,2322,324.98,325.98,0,0,68,74.99,Buffet,Weekend,Lunch,64,8.39
1000854,7,51,1878,245.47,282.33,0,1,229,241.34,Dine-in,Weekend,Breakfast,224,12.34
1000855,116,74,2631,155.26,155.26,0,0,13,14.36,Dine-in,Weekday,Dinner,12,1.36
1000856,60,89,2304,461.72,463.72,0,0,53,59.64,Delivery,Weekday,Lunch,56,5.31
1000857,106,14,1878,291.03,290.03,0,0,40,47.26,Dine-in,Weekday,Lunch,40,7.26
1000858,35,186,2539,95.06,97.06,0,0,148,161.49,Dine-in,Weekend,Dinner,136,13.49
1000859,74,14,2664,321.13,321.13,0,0,244,292.01,Delivery,Weekday,Lunch,266,38.41
1000860,48,132,1311,144.56,239.59,0,0,269,284.03,Dine-in,Weekend,Lunch,275,15.03
1000861,122,94,1878,282.33,280.33,0,0,54,61.73,Dine-in,Weekday,Lunch,54,7.73
1000862,141,97,1247,445.23,446.23,0,0,14,17.28,Buffet,Weekday,Dinner,12,3.94
1000863,46,113,1230,318.19,319.19,0,0,202,227.66,Delivery,Weekday,Breakfast,208,20.53
1000864,37,27,1885,144.56,135.83,0,1,1175,1333.92,Buffet,Weekday,Dinner,1094,190.7
1000865,51,36,1878,280.33,282.33,0,0,175,187.63,Delivery,Weekday,Dinner,184,10.1
1000866,87,145,2306,243.5,349.23,0,0,55,61.7,Delivery,Weekday,Breakfast,50,5.36
1000867,38,24,2760,242.53,242.53,0,0,204,230.39,Buffet,Weekday,Lunch,217,31.67
1000868,73,67,1198,134.83,208.61,0,0,256,283.01,Dine-in,Weekday,Lunch,240,27.01
1000869,42,137,2322,373.51,459.81,0,0,161,200.73,Buffet,Weekend,Dinner,153,47.68
1000870,95,89,2322,323.98,374.48,0,0,123,129.17,Dine-in,Weekday,Dinner,131,6.17
1000871,134,94,2826,325.92,326.92,0,0,323,347.72,Delivery,Weekday,Breakfast,353,19.78
1000872,85,132,2867,670.33,669.33,0,0,26,29.42,Buffet,Weekday,Breakfast,24,4.1
1000873,115,27,2304,473.39,472.39,0,0,41,49.79,Dine-in,Weekday,Dinner,41,8.79
1000874,35,83,1062,161.08,160.08,0,0,540,600.89,Dine-in,Weekend,Lunch,491,60.89
1000875,69,67,1778,181.39,181.39,0,0,285,332.91,Dine-in,Weekend,Dinner,311,47.91
1000876,13,94,2304,505.43,505.43,0,0,27,29.51,Delivery,Weekend,Lunch,25,2.01
1000877,84,146,2126,514.13,514.13,0,0,176,216.43,Buffet,Weekend,Breakfast,180,48.52
1000878,15,157,1727,320.13,319.13,0,0,473,538.54,Dine-in,Weekday,Breakfast,473,65.54
1000879,41,149,2322,321.1,322.1,0,0,134,147.53,Delivery,Weekend,Lunch,124,10.82
1000880,14,104,1878,280.33,281.33,0,0,149,159.46,Buffet,Weekend,Breakfast,151,12.55
1000881,4,102,2539,120.28,121.25,0,1,161,187.2,Dine-in,Weekday,Dinner,161,26.2
1000882,4,23,1770,339.53,484.03,0,0,13,14.86,Dine-in,Weekday,Dinner,12,1.86
1000883,32,129,1445,709.13,709.13,0,0,40,47.68,Delivery,Weekday,Lunch,38,6.14
1000884,49,174,2581,679.03,679.03,0,0,217,233.37,Buffet,Weekend,Breakfast,205,19.64
1000885,122,43,2290,279.36,311.37,0,0,1931,2054.74,Buffet,Weekday,Breakfast,1746,148.49
1000886,92,153,1109,298.76,298.76,0,0,379,413.05,Dine-in,Weekday,Dinner,393,34.05
1000887,86,65,2539,96.03,119.31,1,0,202,230.07,Buffet,Weekday,Lunch,199,33.68
1000888,129,10,2494,195.0,194.0,0,0,150,183.9,Delivery,Weekday,Dinner,147,27.12
1000889,17,68,1062,158.17,177.54,0,0,217,264.82,Dine-in,Weekday,Lunch,233,47.82
1000891,124,30,1847,195.0,195.0,0,0,40,49.76,Dine-in,Weekday,Breakfast,38,9.76
1000892,45,76,1248,150.35,152.35,0,0,69,83.29,Dine-in,Weekday,Dinner,75,14.29
